Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
180000,10979837625,5,1.0,1.0,3,0,3,2020-01-17,If I could take a bath in this stuff I would. I live in a really dry climate and this is my saving grace. Also good if you have acne prone skin like I do.,So So Good,light,green,oily,blonde,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180001,8424485566,5,1.0,0.5,2,1,1,2020-01-15,It has become one of my staples. Keeps my skin hydrated and bouncy. Can’t beat the price.,,mediumTan,brown,combination,black,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180002,1622143987,1,0.0,0.6153849959373474,13,5,8,2020-01-15,I was so excited for this product.....I really wanted it to work as I have oily combination skin. Unfortunately I broke out a week after use. Similar symptoms to others who left 1 star reviews. My pores clogged and my cystic acne flared up. Way sad.,Made my pores clog,mediumTan,brown,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180003,1322507145,1,0.0,0.9166669845581056,12,1,11,2020-01-13,"I have dry skin and have occasional breakouts that I’ve managed to control over the years. This product has caused small breakouts since the first time I tried it. I’ve tested it on its own and in combination with a number of moisturizers, but it still breaks me out every single time, when there are plenty of other hyaluronic acids/serums that don’t.",Causes breakouts!,mediumTan,brown,dry,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180004,10601754026,5,1.0,1.0,1,0,1,2020-01-13,I have acne prone skin and my skin gets very dry from the prescribed medication I used on my skin. This stuff works very well. It goes on tacky by dries and makes your skin very soft.,,fair,blue,combination,auburn,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180005,7159736462,1,0.0,0.6666669845581055,18,6,12,2020-01-12,"Ive used hyauloronic acid Before from other brands and they’ve worked well but for some reason this product DEHYDRATED my super oily skin like crazyyyyyyy!!! Piles up and flakes off if you put anything on top. Not worth it, so sad",,light,brown,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180006,2598846145,5,1.0,1.0,2,0,2,2020-01-12,"Fun of face serums in general, this one was very nice and hydrating and great price too!",,fair,green,dry,blonde,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180007,23538714421,1,0.0,0.1111110001802444,18,16,2,2020-01-12,"This is so terrible! Save your money. So, I recently got a facial that made my skin look amazing... I have combination but mostly dry or dehydrated skin so I really wanted a strong moisturizer. This was the worst! It actually made my skin PEEL OFF... it was so disgusting. I’m only saying this because I want yu to save your money, dont buy this. I wouldn’t use this again for the price I payed for it. You know I might be returning it. PLZ DONT BUY! You might as well just buy some clear glue and slather it all over your face so you can peel it off, it has the same effect. If you know anything that is really good to moisturize super dry skin like mine, please go rate and review that so that I can get a nice new moisturizing thing that will save my skin. This is legitimately the WORST skincare product I have ever used in my life, and I’ve used those super drying acne creams from Walmart.   You couldn’t pay me to use this again.",NO THX,light,green,combination,blonde,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180008,23720319876,5,1.0,1.0,1,0,1,2020-01-10,"Can’t really beat the affordability and simplicity of this product. I apply this after misting my skin, improving the spreadability and stickiness (I don’t mind the stickiness... I think it applies great under other serums and moisturizers). Since using this HA serum, there is a noticeable difference in the bounciness of my skin, like I just quenched it’s thirst.",a big gulp of water for my face,light,brown,dry,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180009,2133385421,5,1.0,,0,0,0,2020-01-10,Amazing!! Keeps my skin looking hydrated and gives it a glow.,,tan,brown,combination,black,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180010,1347840688,5,1.0,1.0,1,0,1,2020-01-10,Ultra hydrating and feels like an at-home facial. I’ve been using this regularly at night and can tell a significant difference in my skin’s moisture level.,,fair,blue,dry,blonde,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180011,5122503816,5,1.0,0.5,2,1,1,2020-01-09,"Amazing quality especially for the price point, my only gripe with the product is the tacky texture and how it pills when used when some products like facial oils during my routine",Great Quality and Value but Tacky Texture,light,hazel,normal,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180012,22642816158,2,0.0,1.0,4,0,4,2020-01-09,Causes serums and creams to pill when layered on top,,fair,green,combination,red,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180013,2444642183,5,1.0,,0,0,0,2020-01-09,Lived in TX my whole life and am experiencing my first NYC winter. First day it got cold my skin dried up. Was looking for something to boost my hydration for not that much and BINGO!I use drops of this in my nighttime moisturizer (youth to the people moon mask) and day moisturizer. Seriously works like a charm. Also helps my face feel more firm and plump and all over amazing. Try this out!,"saved my sad, dry, winter skin",light,green,combination,blonde,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180014,2754158978,5,1.0,,0,0,0,2020-01-08,"This winter has been brutal on my face! skin dry to the point it felt like my fatty lipid layer was gone...NEVER been this bad! Tried an organic vitamin E that was drying still to my skin. I had actually never seen this brand before but the prices, you CAN’T beat!! it has been awesome, instantly the quality of the product feels different on the skin, has a cooling g effect that was the perfect thirst quencher for my dehydrated skin! Thank God for this product, I needed so bad! Seriously, try it, at worse it doesn’t work, you’ve blown more on a meal at Wendy’s!",An oasis for dry skin,deep,brown,dry,black,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180015,5399536595,5,1.0,1.0,2,0,2,2020-01-08,love love love this! a couple drops under my moisturizer is all I need and my face is bouncy like a bouncy house all day. at first I did have a problem with it rolling up when applying products on top but then I noticed those products were oils or oil-based. And you can’t immediately throw on your moisturizers after. I didn’t have the rolling up problem after allowing the product to sink into my skin for a few moments.This does leave your face tacky so you do need to apply something over top no matter what. it makes any moisturizer (no matter how low quality) last longer during a harsh winter day which is fine by me!There are other and better products with hyaluronic acid that will be more moisturizing and/or hydrating but this price just keeps bringing me back.,,deep,brown,oily,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180016,7836921051,5,1.0,,0,0,0,2020-01-08,"This is a great Hyaluronic Acid, especially for the price, I noticed a definite difference in my dehydrated skin while I was using it.",loved!!!,fairLight,green,dry,auburn,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180017,2456454566,5,1.0,,0,0,0,2020-01-07,"Ive purchased other hyaluronic acids to use after micro-needling and to improve my skin texture. None of them have produced the results this one has. It is a little frothy when you rub it in too fast, but once it has been absorbed into the skin it isn’t greasy or oily. My skin looks more plump and “bouncy“, eyes tighter, and bumps are smoothed. It isn’t drying and I could use it alone, but I am quite dry so I put a moisturizer over it.",The best hyaluronic acid,light,blue,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180018,24772822719,5,1.0,,0,0,0,2020-01-07,use wet hands. its too sticky and pills and takes too long to absorb until you use wet hands. works perfectly as soon as i figured it out,use wet hands,medium,,combination,,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180019,8726937266,5,1.0,,0,0,0,2020-01-05,"I have gone through two of these babies so far, it is such a lifesaver to my dry skin this winter. My skin feels so replenished and plump after I apply it, and gives the skin a healthy glow under a nice moisturizer. If you haven’t tried the Ordinary products, I highly suggest this first if you’re trying to get into skincare.",My skin has never looked or felt better,light,brown,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180020,7556730669,5,1.0,,0,0,0,2020-01-04,Seriously love this product. So moisturizing and you can basically use with any other type of product / acids. You really can’t beat the price for the great quality.,One of my favs!,fair,blue,combination,blonde,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180021,23196400364,4,1.0,,0,0,0,2020-01-03,"It works great, but feels sticky and is diff it’s apply. There are better versions of this product, but the price is hard to beat.",,medium,brown,normal,blonde,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180022,1976781314,5,1.0,,0,0,0,2020-01-03,"I had an issue with combination skin in that my nose and forehead were very oily halfway through the day. The skin produces oil when it needs more hydration. Using this product, I’ve noticed a decline in the oil produced as an early effect of use. Anxious to see other benefits.",Helps with combination skin,lightMedium,hazel,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180023,2496583126,5,1.0,0.0,1,1,0,2020-01-03,"I cannot write enough good things about this bottle of miracle. It’s cost efficient, light weight and super EFFECTIVE. I’ve been using it for 6 months now, daily, 2-3 times a day, 2 drops at a time as it is more than enough to cover my entire face. I use it before sleep, when I wake up and after coming out of the shower as I like to take hot showers, your skin can feel dehydrated. I had bad breakouts during pregnancy, and this helped fade my acne scars gradually. It’s a long term effort so don’t expect to fade your scars in a month. I still have acne scars but they have SIGNIFICANTLY faded. These are great investments for your skin and I’d recommend it to anyone that has skin impurities, uneven skin tone and acne scars.",A bottle of MIRACLE,fair,brown,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180024,8593024121,4,1.0,,0,0,0,2020-01-03,"Personally, I didn’t love this. I have acneic skin, but not super oily. I wanted a light moisturizer so I wouldn’t breakout, and I wanted that bouncy hydrated looking skin. It definitely didn’t cause any breakouts, but it didn’t give me any amazing results. It dries, or sinks in quit quickly, so you have to be fast while applying it. If I was a few years older I probably would have liked it a lot more and seen better results. I recommended it to my physical therapist who is 30 and has fairly normal combo skin, and she loved it though! It also has a fantastic price point of course as all Ordinary products do! So the only reason it’s four stars is because it didn’t work amazing on my skin, but that’s mostly my fault for not doing enough research on hyaluronic acid before buying it.","Not the best for me, but could be for others",fairLight,blue,combination,red,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180025,10646811929,3,0.0,1.0,1,0,1,2020-01-02,"I so wanted this to work :((( but I used it as directed and it ended up clogging my skin and developing milia in my t-zone. I didn’t use a ton either, smaller than a dime-size amount. An esthetician recommended using hyaluronic acid on top of oil instead, which I tried, and while it didn’t clog my pores, I think it just couldn’t penetrate through the oils. Using it for a few months vs not using it and working to get rid of the milia -- I didn’t really see a difference in hydration either. I’m still giving it 3 stars because I don’t think it’s a bad product but it’s not for my skin.",,fair,brown,combination,black,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180026,8696295255,5,1.0,,0,0,0,2020-01-02,Unreal product. Amazing value and is one of the best HA products out there. Will continue to restock whenever tun out!,Amazing Value,fairLight,blue,combination,auburn,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180027,10787812380,1,0.0,1.0,2,0,2,2020-01-01,I really wanted to like this product after hearing all the great reviews on it but I found this stuff made my face feel really tacky and never fully sunk into my pores.,So Sticky,lightMedium,brown,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180028,5023820133,4,1.0,,0,0,0,2020-01-01,"Excellent price point and I love thats it’s (almost) simply just hyaluronic acid without committing to a product with HA and a bunch of other ingredients. You have to press, press, press this in to really gain full effect. I love pressing it in with my dermapore serum infuser when I’m willing to take that extra step. It seeps into my skim much quicker but the results are what you really want! I use it on drier skin days or over dry areas on my skin. I also use it after I use my PMD treatments and also before a flight, and when I’m healing any extra sun I’m getting. Excellent price point as well. And a little goes a long way.",,light,hazel,normal,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180029,5478520711,4,1.0,1.0,2,0,2,2020-01-01,my ONLY complaint is that I go through this so dang fast but luckily it’s so affordable!! I swear my skin has never ever looked so good and I wear a full face of full coverage makeup almost every day of the week. cannot recommend this enough!  I have combo-oily sensitive skin and this does NOT make my skin too oily or anything like that.,absolute must-have,light,hazel,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180030,23328431613,3,1.0,,0,0,0,2019-12-31,Would love to give this product 5 stars but the lid was broken when I got it and the top would not screw all the way on. This caused half of it to spill all over my travel bag on a recent flight. The product is great just be sure to check the packaging.,,mediumTan,brown,normal,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180031,2361545107,5,1.0,,0,0,0,2019-12-31,"I use this in the morning after a shower to hydrate my skin. It is nice, light and soaks in quickly so I can get on with my routine. It has made my skin soooo much softer!",,light,blue,combination,blonde,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180032,2277200967,4,1.0,,0,0,0,2019-12-30,"You can’t beat the value of this bottle. Of course, I wish it was bigger so I didn’t run out so quickly. I use this in the morning and evening before my moisturizer to help get the most of my Dr. Jart Tiger Grass Cream. I have average dry skin in the winter (no peeling or flaking, just all around tightness) and this helps immensly. Would recommend.",Great bang for your buck,lightMedium,green,normal,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180033,8298191269,5,1.0,0.9523810148239136,21,1,20,2019-12-30,"Don’t listen to the bad reviews I understand it might not work for some people but you have to use it correctly. You should be applying this on wet skin, hyaluronic acid is said to bind to moisture and retain water..... so how is your serum going to do that if there’s no water on ur face? Please try this!!!! What I do is take my Rosewater spray/toner and mist all over my face! I then apply this beautiful serum and then a bit of rose hip oil!!! I then end it off with a gel cream that contains hyaluronic acid ! Trust me guys this works wonders ! I know it may seem weird applying it on wet skin but it’s magical :)",AMAZING SERUM BUT USE CORRECTLY,light,green,oily,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180034,2240585085,2,0.0,1.0,2,0,2,2019-12-30,"This product embodies the old saying “If it sounds too good to be true...it probably is“. Like everyone else, I wanted to love this product and be confident ditching the more expensive hyaluronic acid’s I’ve tried from brands like Drunk Elephant and Skinceauticals. Unfortunately, this is so far from being a “dupe“, it’s not funny. Each time I’ve tried using it everything seems fine until I go to add a follow-on layer of moisturizing oil, cream or sunscreen; no matter how long I leave it to dry, it pills, leaving a bunch of grit and gunk that has to be tediously wiped off. I never had this problem with the other hyaluronic acid serums I have tried. The few times I’ve tried to use it I have not noticed any up-ticks in acne breakouts like some reviewers, however, I imagine anything capable of pilling and gunking-up  the way this does is also likely to clog pores. If you’re looking for a lowish-budget  alternative, try Neutrogenas version.",Pills,light,blue,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180035,24739993859,5,1.0,,0,0,0,2019-12-29,"I had a lot of dry/flaky skin as I live in Canada and as you might know we often have temperature dropping to -20 degrees with much lower wind chills. I use this product after cleansing and seal in the serum with a moisturizer, less then a week later my flaky skin is gone and my skin has slowly returning my skin to a normal skin type. Highly recommend you use this product on a slightly damp face and then lock it in with a moisturizer.",A win for Canadians,lightMedium,blue,combination,brown,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
180036,22929742824,4,1.0,,0,0,0,2019-12-29,"I love the results I get from the serum, but there’s something in it that always breaks up and makes it start pilling/peeling when I add my moisturizer. I can’t go without moisturizer! I’ve tried gently patting in my moisturizer and it still starts peeling off mid-day. So for now I’m only using this at night when it doesn’t matter that much, but I’m pretty bummed out that it does this. I definitely want to use it during the day as well.",Good but peely?,fair,hazel,dry,black,P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,15.7
